Text1,Text2,Class,GroupId,RowInGroup
The UAV visual feed shall have a night time heat sensing camera capability,The UAV visual feed should include a night time x-ray camera capability,Conflict,182,8
The UAV visual feed shall have a night time heat sensing camera capability,The UAV visual feed should include a night time infared camera capability,Conflict,182,9
The UAV visual feed shall have a night time heat sensing camera capability,The UAV visual feed should include a morning time IR camera capability,Conflict,182,10
The UAV visual feed shall have a night time heat sensing camera capability,night time IR camera capability needs to be included in the UAV visual feed,Conflict,182,11
The UAV visual feed shall have a night time heat sensing camera capability,The UAV visual feed may include a night time IR camera capability,Conflict,182,12
The UAV visual feed shall have a night time heat sensing camera capability,The UAV visual feed should include a night time IR camera as well as normal camera,Conflict,182,13
The UAV visual feed shall have a night time heat sensing camera capability,"The UAV visual feed should include a night time ""Star Light Scope"" camera capability",Conflict,182,14
The UAV visual feed shall have a night time heat sensing camera capability,"The UAV shall maintain attitude (roll, pitch, and yaw) in the presence of moderate winds.",Neutral,182,15
The UAV visual feed shall have a night time heat sensing camera capability,The Pilot shall have real-time visual feedback from the UAV's camera in order to navigation and/or provide surveillance.,Neutral,182,16
The UAV visual feed shall have a night time heat sensing camera capability," flight, operations elements, and platform communications must be secured.",Neutral,182,17
The UAV visual feed shall have a night time heat sensing camera capability,"The Aviary is a system of systems consisting of a pilot controller (known as the Bird Feeder), a UAV (known as theHummingbird), and up to 5 Viewers (apps running on smart phones or computers).",Neutral,182,18
The UAV visual feed shall have a night time heat sensing camera capability,The custom communications network with the UAV shall faciliate pilot communications 50-miles or greater from the pilot's station.,Neutral,182,19
The UAV visual feed shall have a night time heat sensing camera capability,The Viewer shall be able to influence the flight or camera functions of the UAV.,Neutral,182,20
The UAV visual feed shall have a night time heat sensing camera capability,The Pilot controller shall detect instances of communication loss and ask the user to reconnect. ,Neutral,182,21
Two adults shall be able to lift and carry the UAV with opposing carrier handles,An average person shall be able to lift and carry the UAV.,Conflict,183,1
Two adults shall be able to lift and carry the UAV with opposing carrier handles,A single adult shall be able to lift and carry the UAV with the assistance of one other person.,Conflict,183,2
Two adults shall be able to lift and carry the UAV with opposing carrier handles,A person cabable of lifting 20 lbs shall be able to lift and carry the UAV.,Conflict,183,3
Two adults shall be able to lift and carry the UAV with opposing carrier handles,A single adult shall be able to lift and carry the UAV.,Conflict,183,4
Two adults shall be able to lift and carry the UAV with opposing carrier handles,One adult shall be able to carry the UAV.,Conflict,183,5
Two adults shall be able to lift and carry the UAV with opposing carrier handles,A single adult shall be able to push and store the UAV. ,Conflict,183,6
Two adults shall be able to lift and carry the UAV with opposing carrier handles,A single adult shall be able to move the UAV. ,Conflict,183,7
Two adults shall be able to lift and carry the UAV with opposing carrier handles,Two adults shall be able to lift and carry the UAV.,Conflict,183,8
Two adults shall be able to lift and carry the UAV with opposing carrier handles,An adult shall be able to lift and carry the UAV without help.,Conflict,183,9
Two adults shall be able to lift and carry the UAV with opposing carrier handles,Two adults are required to carry the UAV,Conflict,183,10
Two adults shall be able to lift and carry the UAV with opposing carrier handles,One adult is sufficient to lift the UAV,Conflict,183,11
Two adults shall be able to lift and carry the UAV with opposing carrier handles,Two adults shall be able to lift and carry the UAV.,Conflict,183,12
Two adults shall be able to lift and carry the UAV with opposing carrier handles,A single adult should be able to lift and carry the UAV by themselves.,Conflict,183,13
Two adults shall be able to lift and carry the UAV with opposing carrier handles,"A single adult, who is able to lift 40 or more pounds, shall be able to lift and carry the UAV.",Conflict,183,14
Two adults shall be able to lift and carry the UAV with opposing carrier handles,The Aviary shall support Pilot-directed flight.,Neutral,183,15
Two adults shall be able to lift and carry the UAV with opposing carrier handles,The camera shall be able to point directly underneath the Hummingbird and to at least 90 degrees in all directions from pointing directly down.,Neutral,183,16
